Número do Processo,Localização Atual,Foro,Vara,Controle,Classe,Assunto,Distribuição,reu_preso,Relatório Final,Denúncia,Defesa Prévia,Razões de Apelação,Contrarrazões de Apelação,Sigilo,e-SAJ
1506323-15.2024.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000997,Ação Penal - Procedimento Ordinário,Estelionato,2024-09-19,False,2026-01-07,2026-03-09,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V8J90000&processo.numero=1506323-15.2024.8.26.0451
1506257-35.2024.8.26.0451,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/001030,Inquérito Policial,Crimes de Trânsito,2024-09-17,False,2026-01-22,2026-03-04,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V84V0000&processo.numero=1506257-35.2024.8.26.0451
1506258-20.2024.8.26.0451,13º Promotor de Justiça de Piracicaba,Foro de Piracicaba,Vara do Juizado Especial Cível e Criminal,2025/001120,Ação Penal - Procedimento Sumaríssimo,Apropriação de Coisa Achada,2025-04-08,False,2025-03-25,2025-04-23,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V84Y0000&processo.numero=1506258-20.2024.8.26.0451
1506270-34.2024.8.26.0451,13º Promotor de Justiça de Piracicaba,Foro de Piracicaba,Vara do Juizado Especial Cível e Criminal,2024/003228,Ação Penal - Procedimento Sumaríssimo,Posse de Drogas para Consumo Pessoal,2024-09-17,False,,2025-06-11,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V8710000&processo.numero=1506270-34.2024.8.26.0451
1506171-64.2024.8.26.0451,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2024/001149,Ação Penal - Procedimento Ordinário,"Divulgação de cena de estupro, sexo ou pornografia",2024-10-24,False,2025-05-29,2025-07-23,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V7HR0000&processo.numero=1506171-64.2024.8.26.0451
1506178-56.2024.8.26.0451,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000971,Ação Penal - Procedimento Sumário,Decorrente de Violência Doméstica,2024-09-11,False,2025-03-27,2025-04-23,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V7IE0000&processo.numero=1506178-56.2024.8.26.0451
1506099-77.2024.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000957,Ação Penal - Procedimento Ordinário,Furto Qualificado,2024-09-05,False,2025-04-24,2025-06-09,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V6YS0000&processo.numero=1506099-77.2024.8.26.0451
1506059-95.2024.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000985,Ação Penal - Procedimento Ordinário,Furto,2024-09-03,False,2025-03-05,2025-03-06,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V6NM0000&processo.numero=1506059-95.2024.8.26.0451
1506060-80.2024.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000945,Ação Penal - Procedimento Ordinário,Furto,2024-09-03,False,2025-08-06,2025-08-07,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V6NN0000&processo.numero=1506060-80.2024.8.26.0451
1506065-05.2024.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000946,Ação Penal - Procedimento Ordinário,Receptação,2024-09-03,False,2025-03-05,2025-06-16,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V6NV0000&processo.numero=1506065-05.2024.8.26.0451
1506067-72.2024.8.26.0451,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2024/000863,Ação Penal - Procedimento Ordinário,Receptação,2024-09-03,False,2025-08-06,2025-08-07,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V6NY0000&processo.numero=1506067-72.2024.8.26.0451
1506069-42.2024.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000947,Ação Penal - Procedimento Ordinário,Estelionato,2024-09-03,False,2025-12-04,2025-12-15,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V6O00000&processo.numero=1506069-42.2024.8.26.0451
1505992-33.2024.8.26.0451,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2024/000845,Ação Penal - Procedimento Ordinário,Lesão Cometida em Razão da Condição de Mulher,2024-08-29,False,2025-02-24,2025-02-27,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V6650000&processo.numero=1505992-33.2024.8.26.0451
1505924-83.2024.8.26.0451,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000911,Ação Penal - Procedimento Ordinário,Importunação Sexual,2024-08-27,False,2025-03-26,2025-04-14,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V5V30000&processo.numero=1505924-83.2024.8.26.0451
1505925-68.2024.8.26.0451,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2024/000826,Ação Penal - Procedimento Ordinário,Estupro de vulnerável,2024-08-27,False,2024-12-30,2025-10-13,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V5V40000&processo.numero=1505925-68.2024.8.26.0451
1505927-38.2024.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000957,Ação Penal - Procedimento Sumário,Ameaça,2024-08-27,False,2025-02-25,2025-02-25,,2026-05-22,2026-05-26,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V5V60000&processo.numero=1505927-38.2024.8.26.0451
1505935-15.2024.8.26.0451,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000959,Ação Penal - Procedimento Ordinário,Estupro de vulnerável,2024-08-27,False,2025-02-17,2025-02-18,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V5VG0000&processo.numero=1505935-15.2024.8.26.0451
1505945-59.2024.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000916,Ação Penal - Procedimento Sumário,Lesão Cometida em Razão da Condição de Mulher,2024-08-27,False,2025-02-17,2025-02-20,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V5W10000&processo.numero=1505945-59.2024.8.26.0451
1505948-14.2024.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000965,Ação Penal - Procedimento Sumário,Ameaça,2024-08-27,False,2025-07-28,2025-07-28,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V5W70000&processo.numero=1505948-14.2024.8.26.0451
1505734-23.2024.8.26.0451,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000931,Ação Penal - Procedimento Ordinário,Furto Qualificado,2024-08-20,False,2025-08-27,2025-09-01,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V52Z0000&processo.numero=1505734-23.2024.8.26.0451
1505739-45.2024.8.26.0451,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000933,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2024-08-20,False,2025-08-27,2025-09-01,2025-11-07,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V5380000&processo.numero=1505739-45.2024.8.26.0451
1505708-25.2024.8.26.0451,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2024/000841,Ação Penal - Procedimento Sumaríssimo,Crimes de Trânsito,2024-08-19,False,2024-12-10,2026-02-27,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V4WE0000&processo.numero=1505708-25.2024.8.26.0451
1505713-47.2024.8.26.0451,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2024/000795,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,2024-08-19,False,2024-12-17,2025-11-13,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V4WS0000&processo.numero=1505713-47.2024.8.26.0451
1501363-57.2024.8.26.0599,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2024/000796,Ação Penal - Procedimento Ordinário,Furto Qualificado,2024-08-19,False,2024-08-23,2025-07-11,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004E8Z0000&processo.numero=1501363-57.2024.8.26.0599
1505648-52.2024.8.26.0451,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2024/000829,Ação Penal - Procedimento Ordinário,Furto,2024-08-16,False,2026-01-27,2026-02-10,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V4N10000&processo.numero=1505648-52.2024.8.26.0451
1505626-91.2024.8.26.0451,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000911,Inquérito Policial,Crimes do Sistema Nacional de Armas,2024-08-15,False,2026-04-21,2026-04-24,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V4IN0000&processo.numero=1505626-91.2024.8.26.0451
1505632-98.2024.8.26.0451,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/001513,Ação Penal - Procedimento Sumaríssimo,Dano,2025-11-06,False,,2025-08-01,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V4JJ0000&processo.numero=1505632-98.2024.8.26.0451
1505642-45.2024.8.26.0451,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000920,Ação Penal - Procedimento Sumaríssimo,Desobediência,2024-08-27,False,,2026-04-06,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V4LV0000&processo.numero=1505642-45.2024.8.26.0451
1505608-70.2024.8.26.0451,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2024/000777,Ação Penal - Procedimento Sumário,Crimes de Trânsito,2024-08-14,False,2025-04-07,2025-04-11,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V4EI0000&processo.numero=1505608-70.2024.8.26.0451
1501330-67.2024.8.26.0599,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2024/000775,Inquérito Policial,Adulteração de Sinal Identificador de Veículo Automotor,2024-08-13,False,2024-08-22,2026-05-22,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004E7N0000&processo.numero=1501330-67.2024.8.26.0599
1505570-58.2024.8.26.0451,13º Promotor de Justiça de Piracicaba,Foro de Piracicaba,Vara do Juizado Especial Cível e Criminal,2024/002746,Ação Penal - Procedimento Sumaríssimo,Contravenções Penais,2024-08-12,False,,2025-03-18,,2026-01-22,2026-02-10,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V45T0000&processo.numero=1505570-58.2024.8.26.0451
1505510-85.2024.8.26.0451,13º Promotor de Justiça de Piracicaba,Foro de Piracicaba,Vara do Juizado Especial Cível e Criminal,2024/002700,Ação Penal - Procedimento Sumaríssimo,Crimes de Trânsito,2024-08-09,False,,2025-03-25,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V3YZ0000&processo.numero=1505510-85.2024.8.26.0451
1505745-54.2024.8.26.0224,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000038,Ação Penal - Procedimento Ordinário,Receptação,2025-01-09,False,2024-12-02,2025-09-01,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=68001OY8J0000&processo.numero=1505745-54.2024.8.26.0224
1505472-73.2024.8.26.0451,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/001106,Ação Penal - Procedimento Ordinário,Resistência,2025-07-21,False,,2026-03-24,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V3JX0000&processo.numero=1505472-73.2024.8.26.0451
1505429-39.2024.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000829,Ação Penal - Procedimento Sumário,Decorrente de Violência Doméstica,2024-08-05,False,2025-04-11,2025-04-12,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V3E30000&processo.numero=1505429-39.2024.8.26.0451
1505431-09.2024.8.26.0451,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2024/000787,Ação Penal - Procedimento Sumário,Contravenções Penais,2024-08-05,False,2025-02-20,2025-02-21,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V3E60000&processo.numero=1505431-09.2024.8.26.0451
1505435-46.2024.8.26.0451,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000830,Ação Penal - Procedimento Sumário,Lesão Cometida em Razão da Condição de Mulher,2024-08-05,False,2025-02-20,2025-02-24,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V3EB0000&processo.numero=1505435-46.2024.8.26.0451
1505440-68.2024.8.26.0451,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000833,Ação Penal - Procedimento Ordinário,Estupro de vulnerável,2024-08-05,False,2025-02-21,2025-07-07,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V3EH0000&processo.numero=1505440-68.2024.8.26.0451
1505446-75.2024.8.26.0451,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000834,Ação Penal - Procedimento Sumário,Ameaça,2024-08-05,False,2025-02-21,2025-02-24,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V3EP0000&processo.numero=1505446-75.2024.8.26.0451
1505464-96.2024.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000867,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,2024-08-05,False,2025-03-28,2025-03-31,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V3HI0000&processo.numero=1505464-96.2024.8.26.0451
1505400-86.2024.8.26.0451,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000852,Ação Penal - Procedimento Ordinário,Importunação Sexual,2024-08-01,False,,2025-04-22,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V37N0000&processo.numero=1505400-86.2024.8.26.0451
1505336-76.2024.8.26.0451,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2024/000765,Ação Penal - Procedimento Sumaríssimo,Crimes de Trânsito,2024-07-29,False,2025-09-04,2026-04-14,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V2QA0000&processo.numero=1505336-76.2024.8.26.0451
1505337-61.2024.8.26.0451,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000833,Ação Penal - Procedimento Ordinário,Apropriação indébita,2024-07-29,False,2025-01-23,2025-10-10,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V2QB0000&processo.numero=1505337-61.2024.8.26.0451
1505283-95.2024.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000797,Ação Penal - Procedimento Sumário,Lesão Cometida em Razão da Condição de Mulher,2024-07-26,False,2025-03-26,2025-03-27,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V2KL0000&processo.numero=1505283-95.2024.8.26.0451
1505295-12.2024.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000799,Ação Penal - Procedimento Ordinário,Lesão Cometida em Razão da Condição de Mulher,2024-07-26,False,2024-11-14,2026-04-30,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V2L90000&processo.numero=1505295-12.2024.8.26.0451
1505327-17.2024.8.26.0451,13º Promotor de Justiça de Piracicaba,Foro de Piracicaba,Vara do Juizado Especial Cível e Criminal,2024/002577,Ação Penal - Procedimento Sumaríssimo,Ameaça,2024-07-26,False,,2025-03-25,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V2OU0000&processo.numero=1505327-17.2024.8.26.0451
1505244-98.2024.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000815,Ação Penal - Procedimento Sumário,Leve,2024-07-25,False,2025-06-25,2025-06-27,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V2GC0000&processo.numero=1505244-98.2024.8.26.0451
1505257-97.2024.8.26.0451,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000822,Ação Penal - Procedimento Sumário,Estupro de vulnerável,2024-07-25,False,2025-03-26,2025-03-28,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V2H50000&processo.numero=1505257-97.2024.8.26.0451
1505263-07.2024.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/001234,Ação Penal - Procedimento Sumário,DIREITO PENAL-Crimes contra a liberdade pessoal-Perseguição,2024-10-31,False,2025-06-05,2025-06-10,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V2HF0000&processo.numero=1505263-07.2024.8.26.0451
1505275-21.2024.8.26.0451,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2024/000709,Ação Penal - Procedimento Ordinário,Estelionato,2024-07-25,False,2025-08-08,2025-08-18,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V2II0000&processo.numero=1505275-21.2024.8.26.0451
1501224-08.2024.8.26.0599,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000827,Ação Penal - Procedimento Ordinário,Adulteração de Sinal Identificador de Veículo Automotor,2024-07-25,False,2024-07-30,2025-04-29,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004E360000&processo.numero=1501224-08.2024.8.26.0599
1505196-42.2024.8.26.0451,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000773,Ação Penal - Procedimento Sumário,"Crime de descumprimento de medidas protetivas de urgência - Art. 24-A, Lei 11.340/2006",2024-07-24,False,2025-05-29,2025-06-01,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V28B0000&processo.numero=1505196-42.2024.8.26.0451
1505205-04.2024.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2024/000775,Ação Penal - Procedimento Sumário,Decorrente de Violência Doméstica,2024-07-24,False,2025-02-21,2025-02-26,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V29A0000&processo.numero=1505205-04.2024.8.26.0451
1505208-56.2024.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000158,Ação Penal - Procedimento Sumaríssimo,Crimes de Trânsito,2026-02-11,False,,2025-10-21,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V29H0000&processo.numero=1505208-56.2024.8.26.0451
1505220-70.2024.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000808,Ação Penal - Procedimento Sumário,Leve,2024-07-24,False,2025-08-28,2025-08-29,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V2BG0000&processo.numero=1505220-70.2024.8.26.0451
1505172-14.2024.8.26.0451,13º Promotor de Justiça de Piracicaba,Foro de Piracicaba,Vara do Juizado Especial Cível e Criminal,2024/002512,Ação Penal - Procedimento Sumaríssimo,Crimes de Trânsito,2024-07-23,False,,2026-01-20,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V25N0000&processo.numero=1505172-14.2024.8.26.0451
1501193-85.2024.8.26.0599,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2024/000676,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,2024-07-22,False,2024-07-26,2025-04-30,2025-05-19,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004E270000&processo.numero=1501193-85.2024.8.26.0599
1501197-25.2024.8.26.0599,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2024/000679,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,2024-07-22,False,2024-07-31,2025-09-18,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004E2C0000&processo.numero=1501197-25.2024.8.26.0599
1505128-92.2024.8.26.0451,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2024/000782,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,2024-07-19,False,2025-06-10,2025-07-28,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000V1U20000&processo.numero=1505128-92.2024.8.26.0451
